customer_id,customer_name,email,registration_date,customer_type
CUST-00294,Barbara Lopez,barbara.lopez294@yahoo.com,2022-08-30 00:00:00,REGULAR
CUST-00295,William Miller,william.miller295@yahoo.com,2023-09-09 00:00:00,REGULAR
CUST-00296,John Garcia,john.garcia296@example.com,2023-04-21 00:00:00,PREMIUM
CUST-00297,Charles Anderson,charles.anderson297@store.net,2023-10-21 00:00:00,REGULAR
CUST-00298,Karen Hernandez,karen.hernandez298@outlook.com,2022-06-04 00:00:00,REGULAR
CUST-00299,Jessica Anderson,jessica.anderson299@outlook.com,2022-10-09 00:00:00,REGULAR
CUST-00300,Barbara Taylor,barbara.taylor300@gmail.com,2022-11-14 00:00:00,REGULAR
CUST-00301,Mary Johnson,mary.johnson301@outlook.com,2022-10-21 00:00:00,REGULAR
CUST-00302,John Martin,john.martin302@store.net,2023-06-04 00:00:00,REGULAR
CUST-00303,Charles Moore,charles.moore303@gmail.com,2023-04-06 00:00:00,VIP
CUST-00304,Charles Miller,charles.miller304@outlook.com,2023-09-12 00:00:00,REGULAR
CUST-00305,Robert Johnson,robert.johnson305@example.com,2022-04-16 00:00:00,PREMIUM
CUST-00306,David Williams,david.williams306@store.net,2023-10-24 00:00:00,REGULAR
CUST-00307,Linda Anderson,linda.anderson307@example.com,2023-06-21 00:00:00,REGULAR
CUST-00308,Jennifer Lopez,jennifer.lopez308@outlook.com,2022-10-17 00:00:00,REGULAR
CUST-00309,David Martin,david.martin309@gmail.com,2023-10-09 00:00:00,REGULAR
CUST-00310,John Hernandez,john.hernandez310@gmail.com,2023-07-26 00:00:00,REGULAR
CUST-00311,Elizabeth Rodriguez,elizabeth.rodriguez311@store.net,2022-06-03 00:00:00,REGULAR
CUST-00312,Charles Jones,charles.jones312@outlook.com,2022-11-14 00:00:00,VIP
CUST-00313,Richard Jones,richard.jones313@store.net,2022-03-28 00:00:00,REGULAR
CUST-00314,Richard Hernandez,richard.hernandez314@yahoo.com,2023-11-18 00:00:00,PREMIUM
CUST-00315,Thomas Williams,thomas.williams315@example.com,2023-06-05 00:00:00,REGULAR
CUST-00316,Barbara Martinez,barbara.martinez316@yahoo.com,2022-08-08 00:00:00,REGULAR
CUST-00317,Jessica Miller,jessica.miller317@yahoo.com,2022-05-21 00:00:00,REGULAR
CUST-00318,Elizabeth Brown,elizabeth.brown318@store.net,2023-07-07 00:00:00,PREMIUM
CUST-00319,Thomas Johnson,thomas.johnson319@outlook.com,2023-09-25 00:00:00,REGULAR
CUST-00320,Richard Jones,richard.jones320@yahoo.com,2022-07-05 00:00:00,PREMIUM
CUST-00321,Karen Garcia,karen.garcia321@example.com,2022-02-14 00:00:00,REGULAR
CUST-00322,Linda Anderson,linda.anderson322@store.net,2022-10-19 00:00:00,PREMIUM
CUST-00323,Joseph Davis,joseph.davis323@store.net,2022-09-02 00:00:00,REGULAR
CUST-00324,Jessica Miller,jessica.miller324@outlook.com,2023-11-26 00:00:00,VIP
CUST-00325,Joseph Anderson,joseph.anderson325@outlook.com,2023-01-27 00:00:00,REGULAR
CUST-00326,Susan Garcia,susan.garcia326@yahoo.com,2023-09-12 00:00:00,REGULAR
CUST-00327,William Johnson,william.johnson327@example.com,2023-01-16 00:00:00,REGULAR
CUST-00328,Patricia Taylor,patricia.taylor328@gmail.com,2022-10-19 00:00:00,REGULAR
CUST-00329,Jennifer Rodriguez,jennifer.rodriguez329@example.com,2023-06-10 00:00:00,REGULAR
CUST-00330,Susan Williams,susan.williams330@yahoo.com,2023-04-07 00:00:00,PREMIUM
CUST-00331,James Wilson,james.wilson331@gmail.com,2023-02-10 00:00:00,REGULAR
CUST-00332,Linda Gonzalez,linda.gonzalez332@gmail.com,2023-01-19 00:00:00,REGULAR
CUST-00333,David Brown,david.brown333@outlook.com,2022-05-30 00:00:00,REGULAR
CUST-00334,Elizabeth Thomas,elizabeth.thomas334@yahoo.com,2023-04-26 00:00:00,REGULAR
CUST-00335,James Williams,james.williams335@gmail.com,2022-09-20 00:00:00,REGULAR
CUST-00336,Robert Moore,robert.moore336@store.net,2023-06-25 00:00:00,REGULAR
CUST-00337,Elizabeth Davis,elizabeth.davis337@outlook.com,2022-05-05 00:00:00,REGULAR
CUST-00338,Susan Martin,susan.martin338@example.com,2022-03-06 00:00:00,REGULAR
CUST-00339,Jessica Martin,jessica.martin339@store.net,2022-01-17 00:00:00,REGULAR
CUST-00340,Charles Davis,charles.davis340@yahoo.com,2022-10-26 00:00:00,REGULAR
CUST-00341,Karen Lopez,karen.lopez341@yahoo.com,2023-08-08 00:00:00,REGULAR
CUST-00342,John Taylor,john.taylor342@outlook.com,2022-03-11 00:00:00,VIP
CUST-00343,Sarah Taylor,sarah.taylor343@store.net,2023-07-22 00:00:00,REGULAR
CUST-00344,Jessica Johnson,jessica.johnson344@example.com,2023-01-18 00:00:00,REGULAR
CUST-00345,James Lopez,james.lopez345@gmail.com,2022-12-20 00:00:00,REGULAR
CUST-00346,Patricia Jackson,patricia.jackson346@outlook.com,2022-05-17 00:00:00,REGULAR
CUST-00347,Sarah Hernandez,sarah.hernandez347@yahoo.com,2023-04-21 00:00:00,VIP
CUST-00348,Jessica Garcia,jessica.garcia348@yahoo.com,2022-03-06 00:00:00,PREMIUM
CUST-00349,Joseph Johnson,joseph.johnson349@outlook.com,2022-07-26 00:00:00,REGULAR
CUST-00350,Michael Johnson,michael.johnson350@outlook.com,2022-11-14 00:00:00,REGULAR
CUST-00351,Sarah Thomas,sarah.thomas351@outlook.com,2022-02-07 00:00:00,PREMIUM
CUST-00352,Michael Martinez,michael.martinez352@outlook.com,2022-02-18 00:00:00,PREMIUM
CUST-00353,David Rodriguez,david.rodriguez353@gmail.com,2023-01-12 00:00:00,REGULAR
CUST-00354,Richard Anderson,richard.anderson354@example.com,2022-12-14 00:00:00,VIP
CUST-00355,Jessica Thomas,jessica.thomas355@outlook.com,2023-06-16 00:00:00,REGULAR
CUST-00356,John Wilson,john.wilson356@gmail.com,2023-03-17 00:00:00,REGULAR
CUST-00357,Jennifer Moore,jennifer.moore357@outlook.com,2022-11-25 00:00:00,REGULAR
CUST-00358,David Martinez,david.martinez358@outlook.com,2023-04-02 00:00:00,REGULAR
CUST-00359,Susan Garcia,susan.garcia359@example.com,2022-12-26 00:00:00,REGULAR
CUST-00360,Barbara Martin,barbara.martin360@example.com,2022-10-09 00:00:00,REGULAR
CUST-00361,Mary Williams,mary.williams361@example.com,2023-01-08 00:00:00,REGULAR
CUST-00362,Jennifer Smith,jennifer.smith362@yahoo.com,2023-09-15 00:00:00,REGULAR
CUST-00363,Joseph Johnson,joseph.johnson363@yahoo.com,2022-03-10 00:00:00,REGULAR
CUST-00364,Barbara Lopez,barbara.lopez364@example.com,2023-08-04 00:00:00,REGULAR
CUST-00365,Robert Anderson,robert.anderson365@outlook.com,2023-01-16 00:00:00,REGULAR
CUST-00366,John Jackson,john.jackson366@yahoo.com,2023-06-27 00:00:00,REGULAR
CUST-00367,David Rodriguez,david.rodriguez367@yahoo.com,2022-04-27 00:00:00,REGULAR
CUST-00368,Jennifer Thomas,jennifer.thomas368@store.net,2023-02-01 00:00:00,VIP
CUST-00369,Patricia Rodriguez,patricia.rodriguez369@outlook.com,2023-04-02 00:00:00,REGULAR
CUST-00370,Karen Martinez,karen.martinez370@example.com,2022-07-24 00:00:00,REGULAR
CUST-00371,John Anderson,john.anderson371@yahoo.com,2023-04-01 00:00:00,VIP
CUST-00372,David Lopez,david.lopez372@gmail.com,2023-07-18 00:00:00,REGULAR
CUST-00373,Elizabeth Garcia,elizabeth.garcia373@yahoo.com,2023-01-06 00:00:00,REGULAR
CUST-00374,Patricia Miller,patricia.miller374@yahoo.com,2022-08-31 00:00:00,PREMIUM
CUST-00375,James Lopez,james.lopez375@store.net,2023-08-10 00:00:00,REGULAR
CUST-00376,Sarah Jones,sarah.jones376@store.net,2022-03-30 00:00:00,REGULAR
CUST-00377,Richard Thomas,richard.thomas377@store.net,2023-02-25 00:00:00,PREMIUM
CUST-00378,Charles Williams,charles.williams378@yahoo.com,2022-11-21 00:00:00,REGULAR
CUST-00379,Joseph Anderson,joseph.anderson379@store.net,2022-12-19 00:00:00,REGULAR
CUST-00380,Sarah Jackson,sarah.jackson380@yahoo.com,2022-05-13 00:00:00,REGULAR
CUST-00381,Mary Brown,mary.brown381@store.net,2022-06-06 00:00:00,REGULAR
CUST-00382,Jennifer Hernandez,jennifer.hernandez382@yahoo.com,2022-12-21 00:00:00,VIP
CUST-00383,Thomas Martinez,thomas.martinez383@gmail.com,2022-09-14 00:00:00,REGULAR
CUST-00384,Sarah Rodriguez,sarah.rodriguez384@yahoo.com,2023-10-03 00:00:00,REGULAR
CUST-00385,Sarah Williams,sarah.williams385@store.net,2023-10-19 00:00:00,REGULAR
CUST-00386,Charles Jones,charles.jones386@yahoo.com,2023-11-06 00:00:00,REGULAR
CUST-00387,Karen Hernandez,karen.hernandez387@store.net,2022-02-12 00:00:00,PREMIUM
CUST-00388,James Williams,james.williams388@gmail.com,2023-10-19 00:00:00,PREMIUM
CUST-00389,William Miller,william.miller389@store.net,2023-03-03 00:00:00,REGULAR
CUST-00390,James Thomas,james.thomas390@store.net,2022-10-24 00:00:00,REGULAR
CUST-00391,Elizabeth Thomas,elizabeth.thomas391@yahoo.com,2023-02-20 00:00:00,REGULAR
CUST-00392,John Johnson,john.johnson392@yahoo.com,2023-03-27 00:00:00,REGULAR
CUST-00393,Joseph Miller,joseph.miller393@outlook.com,2023-09-14 00:00:00,REGULAR
CUST-00394,David Lopez,david.lopez394@example.com,2022-05-14 00:00:00,PREMIUM
CUST-00395,Thomas Moore,thomas.moore395@gmail.com,2022-11-23 00:00:00,REGULAR
CUST-00396,Patricia Rodriguez,patricia.rodriguez396@example.com,2022-09-11 00:00:00,REGULAR
CUST-00397,Mary Martinez,mary.martinez397@example.com,2023-09-23 00:00:00,REGULAR
CUST-00398,Jennifer Hernandez,jennifer.hernandez398@store.net,2022-11-17 00:00:00,REGULAR
CUST-00399,Jennifer Thomas,jennifer.thomas399@store.net,2023-04-24 00:00:00,REGULAR
CUST-00400,Elizabeth Thomas,elizabeth.thomas400@gmail.com,2022-04-03 00:00:00,VIP
CUST-00401,Thomas Anderson,thomas.anderson401@yahoo.com,2022-08-09 00:00:00,REGULAR
CUST-00402,Mary Johnson,mary.johnson402@outlook.com,2023-05-22 00:00:00,REGULAR
CUST-00403,Jessica Martinez,jessica.martinez403@store.net,2022-01-09 00:00:00,PREMIUM
CUST-00404,Susan Jones,susan.jones404@outlook.com,2023-01-10 00:00:00,PREMIUM
CUST-00405,Barbara Johnson,barbara.johnson405@example.com,2022-02-22 00:00:00,REGULAR
CUST-00406,Michael Lopez,michael.lopez406@store.net,2022-10-23 00:00:00,REGULAR
CUST-00407,Thomas Anderson,thomas.anderson407@store.net,2022-10-14 00:00:00,PREMIUM
CUST-00408,Karen Martin,karen.martin408@gmail.com,2022-05-12 00:00:00,VIP
CUST-00409,Richard Lopez,richard.lopez409@outlook.com,2023-07-26 00:00:00,VIP
CUST-00410,Robert Miller,robert.miller410@store.net,2023-06-06 00:00:00,REGULAR
CUST-00411,Mary Johnson,mary.johnson411@gmail.com,2022-05-21 00:00:00,PREMIUM
CUST-00412,Jessica Taylor,jessica.taylor412@example.com,2022-06-02 00:00:00,REGULAR
CUST-00413,Thomas Jones,thomas.jones413@outlook.com,2023-09-20 00:00:00,REGULAR
CUST-00414,Richard Martin,richard.martin414@outlook.com,2023-08-31 00:00:00,REGULAR
CUST-00415,Thomas Moore,thomas.moore415@example.com,2023-07-31 00:00:00,REGULAR
CUST-00416,James Lopez,james.lopez416@outlook.com,2023-11-21 00:00:00,REGULAR
CUST-00417,Susan Jackson,susan.jackson417@outlook.com,2023-10-07 00:00:00,REGULAR
CUST-00418,Jessica Rodriguez,jessica.rodriguez418@store.net,2023-08-15 00:00:00,REGULAR
CUST-00419,Mary Jackson,mary.jackson419@example.com,2022-06-24 00:00:00,REGULAR
CUST-00420,Karen Gonzalez,karen.gonzalez420@yahoo.com,2023-11-29 00:00:00,REGULAR
CUST-00421,Charles Brown,charles.brown421@yahoo.com,2022-01-20 00:00:00,REGULAR
CUST-00422,Susan Jones,susan.jones422@example.com,2022-07-28 00:00:00,REGULAR
CUST-00423,Karen Thomas,karen.thomas423@gmail.com,2022-05-22 00:00:00,REGULAR
CUST-00424,Sarah Hernandez,sarah.hernandez424@example.com,2023-06-23 00:00:00,REGULAR
CUST-00425,Jennifer Anderson,jennifer.anderson425@store.net,2022-12-17 00:00:00,REGULAR
CUST-00426,William Martin,william.martin426@example.com,2022-07-16 00:00:00,VIP
CUST-00427,William Moore,william.moore427@outlook.com,2022-08-19 00:00:00,VIP
CUST-00428,Elizabeth Martinez,elizabeth.martinez428@yahoo.com,2023-05-16 00:00:00,REGULAR
CUST-00429,Barbara Moore,barbara.moore429@outlook.com,2022-10-22 00:00:00,REGULAR
CUST-00430,Sarah Gonzalez,sarah.gonzalez430@example.com,2022-12-20 00:00:00,VIP
CUST-00431,Robert Martinez,robert.martinez431@gmail.com,2022-10-22 00:00:00,VIP
CUST-00432,John Lopez,john.lopez432@example.com,2023-11-03 00:00:00,REGULAR
CUST-00433,Jessica Miller,jessica.miller@domain_without_extension,2023-07-06 00:00:00,REGULAR
CUST-00434,Sarah Rodriguez,sarah.rodriguez434@yahoo.com,2022-04-22 00:00:00,REGULAR
CUST-00435,Charles Davis,charles.davis435@yahoo.com,2022-02-21 00:00:00,REGULAR
CUST-00436,Thomas Davis,thomas.davis436@yahoo.com,2022-02-23 00:00:00,REGULAR
CUST-00437,David Thomas,david.thomas437@gmail.com,2023-11-29 00:00:00,PREMIUM
CUST-00438,James Moore,james.moore438@yahoo.com,2023-02-21 00:00:00,REGULAR
CUST-00439,Jessica Thomas,jessica.thomas439@yahoo.com,2022-10-22 00:00:00,REGULAR
CUST-00440,Mary Williams,mary.williams440@store.net,2022-08-26 00:00:00,REGULAR
CUST-00441,Mary Garcia,mary.garcia441@example.com,2022-06-30 00:00:00,VIP
CUST-00442,Mary Gonzalez,mary.gonzalez442@example.com,2022-07-10 00:00:00,VIP
CUST-00443,Elizabeth Johnson,elizabeth.johnson443@gmail.com,2022-11-02 00:00:00,REGULAR
CUST-00444,Patricia Hernandez,patricia.hernandez444@outlook.com,2023-04-11 00:00:00,VIP
CUST-00445,Sarah Taylor,sarah.taylor445@example.com,2022-05-18 00:00:00,PREMIUM
CUST-00446,Joseph Rodriguez,joseph.rodriguez446@yahoo.com,2022-04-26 00:00:00,REGULAR
CUST-00447,Joseph Rodriguez,joseph.rodriguez447@yahoo.com,2022-01-15 00:00:00,PREMIUM
CUST-00448,Elizabeth Jackson,elizabeth.jackson448@yahoo.com,2022-06-29 00:00:00,REGULAR
CUST-00449,Richard Wilson,richard.wilson449@store.net,2022-12-02 00:00:00,REGULAR
CUST-00450,Patricia Garcia,patricia.garcia450@yahoo.com,2023-05-04 00:00:00,REGULAR
CUST-00451,Linda Smith,linda.smith451@outlook.com,2023-01-28 00:00:00,REGULAR
CUST-00452,William Hernandez,william.hernandez452@outlook.com,2023-08-20 00:00:00,PREMIUM
CUST-00453,James Rodriguez,james.rodriguez453@outlook.com,2022-08-30 00:00:00,REGULAR
CUST-00454,Patricia Anderson,patricia.anderson454@outlook.com,2022-06-13 00:00:00,REGULAR
CUST-00455,Thomas Martinez,thomas.martinez455@gmail.com,2023-10-17 00:00:00,VIP
CUST-00456,Elizabeth Lopez,elizabeth.lopez456@store.net,2022-08-15 00:00:00,REGULAR
CUST-00457,Robert Thomas,robert.thomas457@yahoo.com,2023-04-11 00:00:00,PREMIUM
CUST-00458,Karen Lopez,karen.lopez458@example.com,2023-07-17 00:00:00,VIP
CUST-00459,Sarah Miller,sarah.miller459@yahoo.com,2023-11-28 00:00:00,PREMIUM
CUST-00460,John Taylor,john.taylor460@example.com,2023-06-25 00:00:00,PREMIUM
CUST-00461,John Jackson,john.jackson461@gmail.com,2022-03-05 00:00:00,PREMIUM
CUST-00462,Thomas Miller,thomas.miller462@store.net,2023-07-04 00:00:00,REGULAR
CUST-00463,David Taylor,david.taylor463@example.com,2022-04-30 00:00:00,REGULAR
CUST-00464,Charles Thomas,charles.thomas464@gmail.com,2023-06-07 00:00:00,REGULAR
CUST-00465,Mary Anderson,mary.anderson465@yahoo.com,2023-06-10 00:00:00,REGULAR
CUST-00466,Charles Johnson,charles.johnson466@store.net,2023-04-19 00:00:00,REGULAR
CUST-00467,Elizabeth Smith,elizabeth.smith467@example.com,2022-09-18 00:00:00,PREMIUM
CUST-00468,Michael Jackson,michael.jackson468@gmail.com,2022-02-16 00:00:00,REGULAR
CUST-00469,John Moore,john.moore469@gmail.com,2022-03-12 00:00:00,VIP
CUST-00470,Jessica Johnson,jessica.johnson470@outlook.com,2023-02-23 00:00:00,REGULAR
CUST-00471,Robert Wilson,robert.wilson471@outlook.com,2023-01-27 00:00:00,REGULAR
CUST-00472,Richard Gonzalez,richard.gonzalez472@gmail.com,2023-12-01 00:00:00,VIP
CUST-00473,Sarah Jones,sarah.jones473@outlook.com,2022-05-02 00:00:00,REGULAR
CUST-00474,Sarah Gonzalez,sarah.gonzalez474@store.net,2022-05-11 00:00:00,PREMIUM
CUST-00475,Linda Smith,linda.smith475@gmail.com,2022-11-02 00:00:00,REGULAR
CUST-00476,Sarah Wilson,sarah.wilson476@store.net,2023-01-24 00:00:00,PREMIUM
CUST-00477,Linda Anderson,linda.anderson477@outlook.com,2022-06-08 00:00:00,REGULAR
CUST-00478,Patricia Johnson,patricia.johnson478@example.com,2023-09-22 00:00:00,PREMIUM
CUST-00479,James Davis,james.davis479@yahoo.com,2022-03-10 00:00:00,REGULAR
CUST-00480,Mary Anderson,mary.anderson480@store.net,2023-11-20 00:00:00,PREMIUM
CUST-00481,Mary Davis,mary.davis481@gmail.com,2023-02-16 00:00:00,REGULAR
CUST-00482,Sarah Miller,sarah.miller482@gmail.com,2022-05-24 00:00:00,REGULAR
CUST-00483,Elizabeth Davis,elizabeth.davis483@store.net,2022-11-23 00:00:00,REGULAR
CUST-00484,David Davis,david.davis484@outlook.com,2022-05-27 00:00:00,VIP
CUST-00485,Thomas Davis,thomas.davis485@example.com,2022-11-04 00:00:00,REGULAR
CUST-00486,Sarah Jackson,sarah.jackson486@yahoo.com,2023-10-04 00:00:00,REGULAR
CUST-00487,Sarah Thomas,sarah.thomas487@gmail.com,2022-12-19 00:00:00,VIP
CUST-00488,Richard Taylor,richard.taylor488@outlook.com,2023-03-03 00:00:00,REGULAR
CUST-00489,Elizabeth Gonzalez,elizabeth.gonzalez489@yahoo.com,2023-07-05 00:00:00,REGULAR
CUST-00490,Linda Martinez,linda.martinez490@yahoo.com,2023-04-20 00:00:00,VIP
CUST-00491,Sarah Wilson,sarah.wilson491@example.com,2023-07-25 00:00:00,REGULAR
CUST-00492,Richard Davis,richard.davis492@outlook.com,2022-07-28 00:00:00,REGULAR
CUST-00493,John Anderson,john.anderson493@outlook.com,2022-04-05 00:00:00,REGULAR
CUST-00494,Michael Johnson,michael.johnson494@outlook.com,2023-01-22 00:00:00,REGULAR
CUST-00495,Karen Johnson,karen.johnson495@gmail.com,2022-07-12 00:00:00,PREMIUM
CUST-00496,Charles Moore,charles.moore496@yahoo.com,2023-05-06 00:00:00,REGULAR
CUST-00497,David Martinez,david.martinez497@gmail.com,2022-08-05 00:00:00,VIP
CUST-00498,Patricia Thomas,patricia.thomas498@yahoo.com,2023-09-11 00:00:00,PREMIUM
CUST-00499,Richard Davis,richard.davis499@store.net,2022-11-26 00:00:00,PREMIUM
CUST-00500,Richard Anderson,richard.anderson500@store.net,2023-10-27 00:00:00,REGULAR
CUST-00501,William Lopez,william.lopez501@store.net,2023-05-25 00:00:00,REGULAR
CUST-00502,Jessica Hernandez,jessica.hernandez502@yahoo.com,2023-01-15 00:00:00,REGULAR
CUST-00503,Mary Jackson,mary.jackson503@yahoo.com,2022-05-30 00:00:00,REGULAR
CUST-00504,Sarah Jackson,sarah.jackson504@store.net,2023-03-04 00:00:00,REGULAR
CUST-00505,Michael Hernandez,michael.hernandez505@yahoo.com,2023-01-24 00:00:00,REGULAR
CUST-00506,Linda Thomas,linda.thomas506@store.net,2023-11-02 00:00:00,VIP
CUST-00507,David Rodriguez,david.rodriguez507@example.com,2023-10-20 00:00:00,PREMIUM
CUST-00508,Joseph Garcia,joseph.garcia508@outlook.com,2022-06-23 00:00:00,REGULAR
CUST-00509,Sarah Thomas,sarah.thomas509@yahoo.com,2023-07-10 00:00:00,VIP
CUST-00510,Mary Taylor,mary.taylor510@gmail.com,2022-03-18 00:00:00,VIP
CUST-00511,Mary Smith,mary.smith511@example.com,2022-05-21 00:00:00,PREMIUM
CUST-00512,Linda Williams,linda.williams512@yahoo.com,2022-01-10 00:00:00,REGULAR
CUST-00513,Joseph Lopez,joseph.lopez513@gmail.com,2023-09-25 00:00:00,REGULAR
CUST-00514,Karen Thomas,karen.thomas514@example.com,2022-01-17 00:00:00,REGULAR
CUST-00515,Sarah Wilson,sarah.wilson515@gmail.com,2022-01-18 00:00:00,REGULAR
CUST-00516,William Moore,william.moore516@outlook.com,2022-01-18 00:00:00,REGULAR
CUST-00517,Susan Garcia,susan.garcia517@gmail.com,2022-04-09 00:00:00,REGULAR
CUST-00518,Linda Miller,linda.miller518@store.net,2023-06-24 00:00:00,REGULAR
CUST-00519,Barbara Rodriguez,barbara.rodriguez519@example.com,2022-03-22 00:00:00,REGULAR
CUST-00520,Richard Anderson,richard.anderson520@store.net,2022-09-07 00:00:00,VIP
CUST-00521,Linda Martinez,linda.martinez521@gmail.com,2023-11-01 00:00:00,VIP
CUST-00522,Mary Williams,mary.williams522@example.com,2023-01-24 00:00:00,REGULAR
CUST-00523,Jessica Johnson,jessica.johnson523@gmail.com,2022-06-25 00:00:00,REGULAR
CUST-00524,Susan Hernandez,susan.hernandez524@store.net,2022-04-08 00:00:00,PREMIUM
CUST-00525,Mary Davis,mary.davis525@yahoo.com,2023-08-04 00:00:00,REGULAR
CUST-00526,Mary Williams,mary.williams526@outlook.com,2023-07-11 00:00:00,REGULAR
CUST-00527,Mary Garcia,mary.garcia527@outlook.com,2022-01-17 00:00:00,VIP
CUST-00528,Charles Jones,charles.jones528@example.com,2022-03-20 00:00:00,REGULAR
CUST-00529,Charles Davis,charles.davis529@store.net,2023-02-03 00:00:00,REGULAR
CUST-00530,Sarah Hernandez,sarah.hernandez530@example.com,2022-05-24 00:00:00,PREMIUM
CUST-00531,John Taylor,john.taylor531@outlook.com,2022-02-24 00:00:00,REGULAR
CUST-00532,Linda Williams,linda.williams532@outlook.com,2023-09-12 00:00:00,PREMIUM
CUST-00533,Karen Gonzalez,karen.gonzalez533@outlook.com,2022-01-31 00:00:00,REGULAR
CUST-00534,Joseph Thomas,joseph.thomas534@yahoo.com,2022-12-31 00:00:00,REGULAR
CUST-00535,Richard Wilson,richard.wilson535@yahoo.com,2023-11-28 00:00:00,REGULAR
CUST-00536,Richard Williams,richard.williams536@store.net,2022-10-30 00:00:00,PREMIUM
CUST-00537,John Williams,john.williams537@outlook.com,2022-06-07 00:00:00,REGULAR
CUST-00538,Robert Gonzalez,robert.gonzalez538@outlook.com,2023-01-05 00:00:00,REGULAR
CUST-00539,James Martinez,james.martinez539@example.com,2023-01-04 00:00:00,PREMIUM
CUST-00540,Patricia Jones,patricia.jones540@gmail.com,2022-07-11 00:00:00,REGULAR
CUST-00541,Sarah Moore,sarah.moore541@store.net,2023-02-22 00:00:00,REGULAR
CUST-00542,John Lopez,john.lopez542@store.net,2022-04-06 00:00:00,REGULAR
CUST-00543,David Gonzalez,david.gonzalez543@gmail.com,2022-10-26 00:00:00,REGULAR
CUST-00544,John Moore,john.moore544@yahoo.com,2023-08-09 00:00:00,REGULAR
CUST-00545,Richard Garcia,richard.garcia545@yahoo.com,2022-10-03 00:00:00,REGULAR
CUST-00546,Jessica Jones,jessica.jones546@gmail.com,2022-06-21 00:00:00,REGULAR
CUST-00547,Susan Martinez,susan.martinez547@example.com,2022-03-20 00:00:00,REGULAR
CUST-00548,Linda Thomas,linda.thomas548@store.net,2023-09-24 00:00:00,REGULAR
CUST-00549,Patricia Jones,patricia.jones549@outlook.com,2022-01-07 00:00:00,VIP
CUST-00550,David Martin,david.martin550@example.com,2022-12-04 00:00:00,REGULAR
CUST-00551,Susan Martin,susan.martin551@yahoo.com,2022-11-04 00:00:00,REGULAR
CUST-00552,Michael Thomas,michael.thomas552@outlook.com,2022-07-01 00:00:00,VIP
CUST-00553,David Martinez,david.martinez553@example.com,2023-08-13 00:00:00,PREMIUM
CUST-00554,David Gonzalez,david.gonzalez554@outlook.com,2023-02-07 00:00:00,REGULAR
CUST-00555,Charles Miller,charles.miller555@store.net,2023-07-13 00:00:00,REGULAR
CUST-00556,Sarah Smith,sarah.smith556@example.com,2022-08-03 00:00:00,REGULAR
CUST-00557,Elizabeth Williams,elizabeth.williams557@example.com,2023-11-21 00:00:00,REGULAR
CUST-00558,Elizabeth Davis,elizabeth.davis558@outlook.com,2023-11-06 00:00:00,REGULAR
CUST-00559,Susan Gonzalez,susangonzalezatgmail.com,2023-04-05 00:00:00,VIP
CUST-00560,Jessica Jackson,jessica.jackson560@example.com,2023-07-02 00:00:00,REGULAR
CUST-00561,Susan Moore,susan.moore561@gmail.com,2023-01-04 00:00:00,PREMIUM
CUST-00562,Sarah Martin,sarah.martin562@gmail.com,2022-04-22 00:00:00,PREMIUM
CUST-00563,Barbara Garcia,barbara.garcia563@store.net,2022-02-15 00:00:00,REGULAR
CUST-00564,Richard Hernandez,richard.hernandez564@example.com,2022-04-19 00:00:00,REGULAR
CUST-00565,William Davis,william.davis565@store.net,2023-06-16 00:00:00,REGULAR
CUST-00566,Charles Davis,charles.davis566@example.com,2023-01-19 00:00:00,REGULAR
CUST-00567,Charles Taylor,charles.taylor567@yahoo.com,2022-12-20 00:00:00,VIP
CUST-00568,Jessica Brown,jessica.brown568@outlook.com,2023-03-02 00:00:00,VIP
CUST-00569,John Brown,john.brown569@yahoo.com,2022-12-23 00:00:00,REGULAR
CUST-00570,Joseph Miller,joseph.miller570@store.net,2023-05-10 00:00:00,REGULAR
CUST-00571,Patricia Anderson,patricia.anderson571@example.com,2022-11-23 00:00:00,REGULAR
CUST-00572,Mary Brown,mary.brown572@gmail.com,2022-12-18 00:00:00,REGULAR
CUST-00573,Jennifer Davis,jennifer.davis573@store.net,2022-06-28 00:00:00,REGULAR
CUST-00574,David Moore,david.moore574@example.com,2023-04-19 00:00:00,REGULAR
CUST-00575,Richard Garcia,richard.garcia575@yahoo.com,2023-10-18 00:00:00,REGULAR
CUST-00576,Richard Smith,richard.smith576@store.net,2022-07-22 00:00:00,REGULAR
CUST-00577,Susan Gonzalez,susan.gonzalez577@gmail.com,2022-08-08 00:00:00,REGULAR
CUST-00578,John Jackson,john.jackson578@gmail.com,2023-07-04 00:00:00,REGULAR
CUST-00579,David Miller,david.miller579@example.com,2022-04-27 00:00:00,REGULAR
CUST-00580,Jessica Taylor,jessica.taylor580@outlook.com,2023-09-04 00:00:00,REGULAR
CUST-00581,Richard Jackson,richard.jackson581@gmail.com,2022-12-23 00:00:00,REGULAR
CUST-00582,Joseph Martin,joseph.martin582@yahoo.com,2023-11-21 00:00:00,PREMIUM
CUST-00583,Elizabeth Martin,elizabeth.martin583@store.net,2022-03-28 00:00:00,REGULAR
CUST-00584,David Brown,david.brown584@yahoo.com,2022-11-09 00:00:00,REGULAR
CUST-00585,Barbara Jones,barbara.jones585@store.net,2023-02-02 00:00:00,REGULAR
CUST-00586,Robert Jackson,robert.jackson586@example.com,2023-03-10 00:00:00,REGULAR
